#### This dataset contains Coffee Products data sold across various states,,,,,,,,,
,,,,,,,,,
,Area Code,Date,Product,Product Type,State,  Target Profit  ,  Target Sales  ,  Profit  ,  Sales  
,708,2/1/2019,Earl Grey,Tea,Tamil Nadu,$50.00 ,$160.00 ,$88.00 ,$201.00 
,740,2/1/2019,Earl Grey,Tea,Manipur,$70.00 ,$180.00 ,$105.00 ,$220.00 
,970,2/1/2019,Green Tea,Tea,Andhra Pradesh,$30.00 ,$80.00 ,$45.00 ,$107.00 
,850,2/1/2019,Darjeeling,Tea,Karnataka,$40.00 ,$80.00 ,$42.00 ,$85.00 
,508,2/1/2019,Darjeeling,Tea,Gujarat,$40.00 ,$80.00 ,$42.00 ,$85.00 
,347,2/1/2019,Darjeeling,Tea,Madhya Pradesh,$120.00 ,$250.00 ,$148.00 ,$247.00 
,631,2/1/2019,Earl Grey,Tea,Madhya Pradesh,$130.00 ,$260.00 ,$156.00 ,$259.00 
,850,2/1/2019,Green Tea,Tea,Karnataka,$60.00 ,$120.00 ,$65.00 ,$123.00 
,978,2/1/2019,Green Tea,Tea,Gujarat,$30.00 ,$60.00 ,$25.00 ,$60.00 
,347,2/1/2019,Green Tea,Tea,Madhya Pradesh,$90.00 ,$200.00 ,$117.00 ,$201.00 
,805,2/1/2019,Darjeeling,Tea,Maharashtra,$90.00 ,$160.00 ,$157.00 ,$259.00 
,707,2/1/2019,Earl Grey,Tea,Maharashtra,$60.00 ,$120.00 ,$119.00 ,$201.00 
,530,2/1/2019,Green Tea,Tea,Maharashtra,$50.00 ,$120.00 ,$86.00 ,$201.00 
,641,2/1/2019,Decaf Irish Cream,Coffee,Chhattisgarh,$20.00 ,$50.00 ,$18.00 ,$58.00 
,636,2/1/2019,Decaf Irish Cream,Coffee,Haryana,$60.00 ,$170.00 ,$68.00 ,$176.00 
,262,2/1/2019,Decaf Irish Cream,Coffee,Rajasthan,$60.00 ,$180.00 ,$74.00 ,$192.00 
,319,2/1/2019,Decaf Espresso,Espresso,Chhattisgarh,$40.00 ,$50.00 ,$47.00 ,$46.00 
,636,2/1/2019,Decaf Espresso,Espresso,Haryana,$60.00 ,$120.00 ,$56.00 ,$110.00 
,715,2/1/2019,Decaf Espresso,Espresso,Rajasthan,$50.00 ,$120.00 ,$52.00 ,$117.00 
,959,2/1/2019,Decaf Espresso,Espresso,Arunachal Pradesh,$40.00 ,$120.00 ,$43.00 ,$139.00 
,504,2/1/2019,Decaf Irish Cream,Coffee,Kerala,$70.00 ,$140.00 ,$65.00 ,$123.00 
,505,2/1/2019,Decaf Irish Cream,Coffee,Nagaland,,$120.00 ,($46.00),$109.00 
,580,2/1/2019,Decaf Irish Cream,Coffee,Meghalaya,$50.00 ,$100.00 ,$43.00 ,$85.00 
,985,2/1/2019,Decaf Espresso,Espresso,Kerala,$50.00 ,$110.00 ,$61.00 ,$146.00 
,505,2/1/2019,Decaf Espresso,Espresso,Nagaland,$10.00 ,$70.00 ,$12.00 ,$87.00 
,405,2/1/2019,Decaf Espresso,Espresso,Meghalaya,$70.00 ,$170.00 ,$93.00 ,$213.00 
,775,2/1/2019,Decaf Irish Cream,Coffee,Jharkhand,$20.00 ,$70.00 ,$9.00 ,$67.00 
,971,2/1/2019,Decaf Irish Cream,Coffee,Mizoram,$70.00 ,$160.00 ,$56.00 ,$136.00 
,435,2/1/2019,Decaf Irish Cream,Coffee,Odisha,$80.00 ,$240.00 ,$61.00 ,$206.00 
,253,2/1/2019,Decaf Irish Cream,Coffee,Punjab,$60.00 ,$270.00 ,$22.00 ,$234.00 
,702,2/1/2019,Decaf Espresso,Espresso,Jharkhand,$20.00 ,$40.00 ,$16.00 ,$50.00 
,503,2/1/2019,Decaf Espresso,Espresso,Mizoram,$100.00 ,$320.00 ,$147.00 ,$362.00 
,435,2/1/2019,Decaf Espresso,Espresso,Odisha,$50.00 ,$110.00 ,$71.00 ,$131.00 
,425,2/1/2019,Decaf Espresso,Espresso,Punjab,$60.00 ,$140.00 ,$61.00 ,$164.00 
,319,2/1/2019,Amaretto,Coffee,Chhattisgarh,$20.00 ,$40.00 ,$15.00 ,$48.00 
,715,2/1/2019,Amaretto,Coffee,Rajasthan,$30.00 ,$120.00 ,$18.00 ,$126.00 
,641,2/1/2019,Colombian,Coffee,Chhattisgarh,$20.00 ,$60.00 ,$9.00 ,$67.00 
,573,2/1/2019,Colombian,Coffee,Haryana,$50.00 ,$200.00 ,$62.00 ,$206.00 
,715,2/1/2019,Colombian,Coffee,Rajasthan,$40.00 ,$230.00 ,$22.00 ,$234.00 
,712,2/1/2019,Caffe Mocha,Espresso,Chhattisgarh,$20.00 ,$50.00 ,$16.00 ,$50.00 
,314,2/1/2019,Caffe Mocha,Espresso,Haryana,$70.00 ,$140.00 ,$71.00 ,$131.00 
,262,2/1/2019,Caffe Mocha,Espresso,Rajasthan,$60.00 ,$180.00 ,$62.00 ,$164.00 
,603,2/1/2019,Amaretto,Coffee,Assam,$40.00 ,$90.00 ,$37.00 ,$108.00 
,860,2/1/2019,Colombian,Coffee,Arunachal Pradesh,$130.00 ,$300.00 ,$180.00 ,$346.00 
,603,2/1/2019,Colombian,Coffee,Assam,$30.00 ,$100.00 ,$34.00 ,$121.00 
,203,2/1/2019,Caffe Mocha,Espresso,Arunachal Pradesh,$20.00 ,$150.00 ,$4.00 ,$165.00 
,603,2/1/2019,Caffe Mocha,Espresso,Assam,$10.00 ,$100.00 ,($10.00),$111.00 
,603,2/1/2019,Regular Espresso,Espresso,Assam,$43.00 ,$60.00 ,($9.00),$72.00 
,504,2/1/2019,Colombian,Coffee,Kerala,$60.00 ,$110.00 ,$50.00 ,$100.00 
,505,2/1/2019,Colombian,Coffee,Nagaland,$50.00 ,$140.00 ,$36.00 ,$121.00 
,405,2/1/2019,Colombian,Coffee,Meghalaya,$50.00 ,$120.00 ,$43.00 ,$107.00 
,318,2/1/2019,Caffe Latte,Espresso,Kerala,$10.00 ,$130.00 ,$3.00 ,$165.00 
,505,2/1/2019,Caffe Latte,Espresso,Nagaland,$0.00 ,$50.00 ,($10.00),$72.00 
,580,2/1/2019,Caffe Latte,Espresso,Meghalaya,$70.00 ,$170.00 ,$104.00 ,$220.00 
,225,2/1/2019,Caffe Mocha,Espresso,Kerala,$70.00 ,$140.00 ,$96.00 ,$185.00 
,505,2/1/2019,Caffe Mocha,Espresso,Nagaland,$0.00 ,$80.00 ,($10.00),$111.00 
,580,2/1/2019,Caffe Mocha,Espresso,Meghalaya,$30.00 ,$40.00 ,$25.00 ,$60.00 
,541,2/1/2019,Amaretto,Coffee,Mizoram,$40.00 ,$160.00 ,($6.00),$137.00 
,801,2/1/2019,Amaretto,Coffee,Odisha,$70.00 ,$200.00 ,$68.00 ,$176.00 
,702,2/1/2019,Colombian,Coffee,Jharkhand,$10.00 ,$90.00 ,($7.00),$79.00 
,503,2/1/2019,Colombian,Coffee,Mizoram,$50.00 ,$190.00 ,$37.00 ,$165.00 
,435,2/1/2019,Colombian,Coffee,Odisha,$70.00 ,$160.00 ,$45.00 ,$139.00 
,360,2/1/2019,Colombian,Coffee,Punjab,$70.00 ,$170.00 ,$65.00 ,$151.00 
,775,2/1/2019,Caffe Latte,Espresso,Jharkhand,$30.00 ,$40.00 ,$46.00 ,$46.00 
,541,2/1/2019,Caffe Latte,Espresso,Mizoram,$20.00 ,$120.00 ,$27.00 ,$141.00 
,435,2/1/2019,Caffe Latte,Espresso,Odisha,$30.00 ,$90.00 ,$56.00 ,$110.00 
,253,2/1/2019,Caffe Latte,Espresso,Punjab,$40.00 ,$100.00 ,$52.00 ,$117.00 
,775,2/1/2019,Caffe Mocha,Espresso,Jharkhand,$20.00 ,$40.00 ,$15.00 ,$48.00 
,541,2/1/2019,Caffe Mocha,Espresso,Mizoram,$50.00 ,$130.00 ,$49.00 ,$149.00 
,435,2/1/2019,Caffe Mocha,Espresso,Odisha,$40.00 ,$100.00 ,$52.00 ,$119.00 
,206,2/1/2019,Caffe Mocha,Espresso,Punjab,$20.00 ,$110.00 ,$18.00 ,$126.00 
,563,2/1/2019,Chamomile,Herbal Tea,Chhattisgarh,$190.00 ,$470.00 ,$298.00 ,$581.00 
,573,2/1/2019,Chamomile,Herbal Tea,Haryana,$10.00 ,$90.00 ,($12.00),$111.00 
,715,2/1/2019,Chamomile,Herbal Tea,Rajasthan,$80.00 ,$150.00 ,$98.00 ,$185.00 
,712,2/1/2019,Lemon,Herbal Tea,Chhattisgarh,$110.00 ,$220.00 ,$141.00 ,$271.00 
,573,2/1/2019,Lemon,Herbal Tea,Haryana,,$80.00 ,($47.00),$109.00 
,920,2/1/2019,Lemon,Herbal Tea,Rajasthan,$50.00 ,$100.00 ,$64.00 ,$123.00 
,475,2/1/2019,Lemon,Herbal Tea,Arunachal Pradesh,$50.00 ,$150.00 ,$61.00 ,$206.00 
,603,2/1/2019,Lemon,Herbal Tea,Assam,$0.00 ,$50.00 ,($6.00),$79.00 
,203,2/1/2019,Mint,Herbal Tea,Arunachal Pradesh,$50.00 ,$120.00 ,$68.00 ,$176.00 
,318,2/1/2019,Chamomile,Herbal Tea,Kerala,$40.00 ,$100.00 ,$52.00 ,$119.00 
,505,2/1/2019,Chamomile,Herbal Tea,Nagaland,$20.00 ,$40.00 ,$15.00 ,$48.00 
,580,2/1/2019,Chamomile,Herbal Tea,Meghalaya,$20.00 ,$110.00 ,$16.00 ,$126.00 
,985,2/1/2019,Lemon,Herbal Tea,Kerala,$40.00 ,$180.00 ,$62.00 ,$206.00 
,505,2/1/2019,Lemon,Herbal Tea,Nagaland,$20.00 ,$60.00 ,$7.00 ,$67.00 
,405,2/1/2019,Lemon,Herbal Tea,Meghalaya,$40.00 ,$210.00 ,$22.00 ,$234.00 
,702,2/1/2019,Chamomile,Herbal Tea,Jharkhand,$40.00 ,$250.00 ,$39.00 ,$309.00 
,503,2/1/2019,Chamomile,Herbal Tea,Mizoram,$50.00 ,$70.00 ,$42.00 ,$86.00 
,435,2/1/2019,Chamomile,Herbal Tea,Odisha,$30.00 ,$80.00 ,$36.00 ,$108.00 
,206,2/1/2019,Chamomile,Herbal Tea,Punjab,$120.00 ,$280.00 ,$180.00 ,$346.00 
,775,2/1/2019,Lemon,Herbal Tea,Jharkhand,$120.00 ,$310.00 ,$171.00 ,$377.00 
,503,2/1/2019,Lemon,Herbal Tea,Mizoram,$30.00 ,$80.00 ,$45.00 ,$107.00 
,435,2/1/2019,Lemon,Herbal Tea,Odisha,$40.00 ,$100.00 ,$36.00 ,$121.00 
,509,2/1/2019,Lemon,Herbal Tea,Punjab,$50.00 ,$80.00 ,$50.00 ,$100.00 
,775,2/1/2019,Mint,Herbal Tea,Jharkhand,$110.00 ,$220.00 ,$140.00 ,$271.00 
,435,2/1/2019,Mint,Herbal Tea,Odisha,,$80.00 ,($46.00),$109.00 
,641,2/1/2019,Darjeeling,Tea,Chhattisgarh,$140.00 ,$400.00 ,$209.00 ,$487.00 
,417,2/1/2019,Darjeeling,Tea,Haryana,$10.00 ,$70.00 ,$13.00 ,$87.00 
,715,2/1/2019,Darjeeling,Tea,Rajasthan,$50.00 ,$120.00 ,$61.00 ,$146.00 
,641,2/1/2019,Earl Grey,Tea,Chhattisgarh,$150.00 ,$460.00 ,$251.00 ,$569.00 
,573,2/1/2019,Earl Grey,Tea,Haryana,,$50.00 ,($10.00),$72.00 
,920,2/1/2019,Earl Grey,Tea,Rajasthan,$10.00 ,$130.00 ,$4.00 ,$165.00 
,573,2/1/2019,Green Tea,Tea,Haryana,$0.00 ,$60.00 ,($6.00),$79.00 
,475,2/1/2019,Darjeeling,Tea,Arunachal Pradesh,$60.00 ,$130.00 ,$71.00 ,$131.00 
,603,2/1/2019,Darjeeling,Tea,Assam,$20.00 ,$40.00 ,$16.00 ,$48.00 
,959,2/1/2019,Green Tea,Tea,Arunachal Pradesh,$40.00 ,$70.00 ,$31.00 ,$70.00 
,603,2/1/2019,Green Tea,Tea,Assam,$30.00 ,$40.00 ,$47.00 ,$46.00 
,702,2/1/2019,Darjeeling,Tea,Jharkhand,$150.00 ,$370.00 ,$300.00 ,$581.00 
,503,2/1/2019,Darjeeling,Tea,Mizoram,$20.00 ,$30.00 ,$25.00 ,$60.00 
,801,2/1/2019,Darjeeling,Tea,Odisha,$10.00 ,$70.00 ,($10.00),$111.00 
,206,2/1/2019,Darjeeling,Tea,Punjab,$40.00 ,$110.00 ,$98.00 ,$185.00 
,775,2/1/2019,Earl Grey,Tea,Jharkhand,$100.00 ,$310.00 ,$211.00 ,$487.00 
,503,2/1/2019,Earl Grey,Tea,Mizoram,$50.00 ,$130.00 ,$92.00 ,$213.00 
,801,2/1/2019,Earl Grey,Tea,Odisha,$10.00 ,$50.00 ,$13.00 ,$87.00 
,425,2/1/2019,Earl Grey,Tea,Punjab,$40.00 ,$90.00 ,$61.00 ,$146.00 
,775,2/1/2019,Green Tea,Tea,Jharkhand,,$0.00 ,($508.00),$25.00 
,971,2/1/2019,Green Tea,Tea,Mizoram,$60.00 ,$140.00 ,$105.00 ,$220.00 
,435,2/1/2019,Green Tea,Tea,Odisha,$10.00 ,$40.00 ,($9.00),$72.00 
,425,2/1/2019,Green Tea,Tea,Punjab,$10.00 ,$100.00 ,$4.00 ,$165.00 
,303,3/1/2019,Decaf Irish Cream,Coffee,Andhra Pradesh,$110.00 ,$240.00 ,$150.00 ,$249.00 
,815,3/1/2019,Decaf Irish Cream,Coffee,Tamil Nadu,$120.00 ,$280.00 ,$151.00 ,$285.00 
,440,3/1/2019,Decaf Irish Cream,Coffee,Manipur,$20.00 ,$130.00 ,($6.00),$133.00 
,970,3/1/2019,Decaf Espresso,Espresso,Andhra Pradesh,$80.00 ,$210.00 ,$80.00 ,$192.00 
,630,3/1/2019,Decaf Espresso,Espresso,Tamil Nadu,$200.00 ,$560.00 ,$220.00 ,$509.00 
,330,3/1/2019,Decaf Espresso,Espresso,Manipur,$40.00 ,$150.00 ,$22.00 ,$137.00 
,863,3/1/2019,Decaf Irish Cream,Coffee,Karnataka,$80.00 ,$200.00 ,$110.00 ,$228.00 
,813,3/1/2019,Decaf Espresso,Espresso,Karnataka,$70.00 ,$180.00 ,$80.00 ,$200.00 
,915,3/1/2019,Decaf Irish Cream,Coffee,Goa,$110.00 ,$240.00 ,$104.00 ,$206.00 
,361,3/1/2019,Decaf Espresso,Espresso,Goa,$90.00 ,$170.00 ,$125.00 ,$211.00 
,408,3/1/2019,Decaf Irish Cream,Coffee,Maharashtra,,$150.00 ,($180.00),$135.00 
,323,3/1/2019,Decaf Espresso,Espresso,Maharashtra,$210.00 ,$540.00 ,$313.00 ,$604.00 
,303,3/1/2019,Amaretto,Coffee,Andhra Pradesh,$100.00 ,$220.00 ,$134.00 ,$227.00 
,614,3/1/2019,Amaretto,Coffee,Manipur,$50.00 ,$140.00 ,$47.00 ,$143.00 
,970,3/1/2019,Colombian,Coffee,Andhra Pradesh,$90.00 ,$200.00 ,$102.00 ,$206.00 
,773,3/1/2019,Colombian,Coffee,Tamil Nadu,$140.00 ,$380.00 ,$177.00 ,$391.00 
,330,3/1/2019,Colombian,Coffee,Manipur,$40.00 ,$120.00 ,$52.00 ,$129.00 
,720,3/1/2019,Caffe Mocha,Espresso,Andhra Pradesh,$110.00 ,$230.00 ,$125.00 ,$211.00 
,217,3/1/2019,Caffe Mocha,Espresso,Tamil Nadu,$260.00 ,$660.00 ,$313.00 ,$604.00 
,614,3/1/2019,Caffe Mocha,Espresso,Manipur,$130.00 ,$380.00 ,$140.00 ,$346.00 
,904,3/1/2019,Colombian,Coffee,Karnataka,$70.00 ,$190.00 ,$99.00 ,$224.00 
,774,3/1/2019,Colombian,Coffee,Gujarat,$360.00 ,$460.00 ,$543.00 ,$524.00 
,718,3/1/2019,Colombian,Coffee,Madhya Pradesh,$270.00 ,$640.00 ,$384.00 ,$719.00 
,321,3/1/2019,Caffe Mocha,Espresso,Karnataka,$30.00 ,$220.00 ,$25.00 ,$242.00 
,774,3/1/2019,Caffe Mocha,Espresso,Gujarat,$20.00 ,$120.00 ,($6.00),$133.00 
,845,3/1/2019,Caffe Mocha,Espresso,Madhya Pradesh,,$60.00 ,($309.00),$67.00 
,774,3/1/2019,Regular Espresso,Espresso,Gujarat,$100.00 ,$310.00 ,$140.00 ,$346.00 
,347,3/1/2019,Regular Espresso,Espresso,Madhya Pradesh,$210.00 ,$510.00 ,$288.00 ,$557.00 
,830,3/1/2019,Colombian,Coffee,Goa,$240.00 ,$580.00 ,$246.00 ,$498.00 
,979,3/1/2019,Caffe Latte,Espresso,Goa,$50.00 ,$150.00 ,$80.00 ,$192.00 
,409,3/1/2019,Caffe Mocha,Espresso,Goa,$90.00 ,$180.00 ,$135.00 ,$227.00 
,916,3/1/2019,Amaretto,Coffee,Maharashtra,,$150.00 ,($61.00),$133.00 
,858,3/1/2019,Colombian,Coffee,Maharashtra,$370.00 ,$840.00 ,$384.00 ,$719.00 
,310,3/1/2019,Caffe Latte,Espresso,Maharashtra,$150.00 ,$450.00 ,$221.00 ,$509.00 
,323,3/1/2019,Caffe Mocha,Espresso,Maharashtra,$30.00 ,$280.00 ,$40.00 ,$318.00 
,970,3/1/2019,Chamomile,Herbal Tea,Andhra Pradesh,$100.00 ,$280.00 ,$140.00 ,$346.00 
,312,3/1/2019,Chamomile,Herbal Tea,Tamil Nadu,$90.00 ,$180.00 ,$135.00 ,$227.00 
,234,3/1/2019,Chamomile,Herbal Tea,Manipur,$30.00 ,$40.00 ,$22.00 ,$56.00 
,303,3/1/2019,Lemon,Herbal Tea,Andhra Pradesh,$20.00 ,$110.00 ,($6.00),$133.00 
,630,3/1/2019,Lemon,Herbal Tea,Tamil Nadu,$60.00 ,$160.00 ,$104.00 ,$206.00 
,513,3/1/2019,Lemon,Herbal Tea,Manipur,$40.00 ,$60.00 ,$42.00 ,$84.00 
,970,3/1/2019,Mint,Herbal Tea,Andhra Pradesh,$40.00 ,$110.00 ,$46.00 ,$143.00 
,309,3/1/2019,Mint,Herbal Tea,Tamil Nadu,$100.00 ,$200.00 ,$151.00 ,$249.00 
,352,3/1/2019,Chamomile,Herbal Tea,Karnataka,$30.00 ,$80.00 ,$52.00 ,$119.00 
,727,3/1/2019,Lemon,Herbal Tea,Karnataka,$20.00 ,$90.00 ,$18.00 ,$128.00 
,781,3/1/2019,Lemon,Herbal Tea,Gujarat,$30.00 ,$100.00 ,$24.00 ,$137.00 
,718,3/1/2019,Lemon,Herbal Tea,Madhya Pradesh,$130.00 ,$400.00 ,$209.00 ,$547.00 
,813,3/1/2019,Mint,Herbal Tea,Karnataka,$50.00 ,$120.00 ,$59.00 ,$165.00 
,347,3/1/2019,Mint,Herbal Tea,Madhya Pradesh,,$140.00 ,($177.00),$194.00 
,940,3/1/2019,Chamomile,Herbal Tea,Goa,$50.00 ,$130.00 ,$46.00 ,$143.00 
,915,3/1/2019,Lemon,Herbal Tea,Goa,$40.00 ,$110.00 ,$52.00 ,$129.00 
,408,3/1/2019,Chamomile,Herbal Tea,Maharashtra,$100.00 ,$200.00 ,$150.00 ,$249.00 
,323,3/1/2019,Lemon,Herbal Tea,Maharashtra,$170.00 ,$410.00 ,$245.00 ,$498.00 
,760,3/1/2019,Mint,Herbal Tea,Maharashtra,$60.00 ,$160.00 ,$102.00 ,$206.00 
,970,3/1/2019,Darjeeling,Tea,Andhra Pradesh,$20.00 ,$110.00 ,$24.00 ,$137.00 
,708,3/1/2019,Darjeeling,Tea,Tamil Nadu,$80.00 ,$170.00 ,$125.00 ,$211.00 
,513,3/1/2019,Darjeeling,Tea,Manipur,$60.00 ,$180.00 ,$101.00 ,$224.00 
,970,3/1/2019,Earl Grey,Tea,Andhra Pradesh,$30.00 ,$110.00 ,$47.00 ,$144.00 
,815,3/1/2019,Earl Grey,Tea,Tamil Nadu,$40.00 ,$150.00 ,$79.00 ,$192.00 
,419,3/1/2019,Earl Grey,Tea,Manipur,$70.00 ,$180.00 ,$110.00 ,$228.00 
,719,3/1/2019,Green Tea,Tea,Andhra Pradesh,$30.00 ,$80.00 ,$43.00 ,$104.00 
,863,3/1/2019,Darjeeling,Tea,Karnataka,$40.00 ,$80.00 ,$40.00 ,$86.00 
,413,3/1/2019,Darjeeling,Tea,Gujarat,$40.00 ,$80.00 ,$42.00 ,$84.00 
,347,3/1/2019,Darjeeling,Tea,Madhya Pradesh,$120.00 ,$250.00 ,$151.00 ,$249.00 
,585,3/1/2019,Earl Grey,Tea,Madhya Pradesh,$110.00 ,$230.00 ,$135.00 ,$227.00 
,904,3/1/2019,Green Tea,Tea,Karnataka,$60.00 ,$130.00 ,$70.00 ,$129.00 
,781,3/1/2019,Green Tea,Tea,Gujarat,$20.00 ,$50.00 ,$22.00 ,$56.00 
,646,3/1/2019,Green Tea,Tea,Madhya Pradesh,$100.00 ,$210.00 ,$123.00 ,$211.00 
,510,3/1/2019,Darjeeling,Tea,Maharashtra,$80.00 ,$140.00 ,$135.00 ,$227.00 
,916,3/1/2019,Earl Grey,Tea,Maharashtra,$70.00 ,$130.00 ,$125.00 ,$211.00 
,818,3/1/2019,Green Tea,Tea,Maharashtra,$50.00 ,$120.00 ,$80.00 ,$192.00 
,319,3/1/2019,Decaf Irish Cream,Coffee,Chhattisgarh,$20.00 ,$50.00 ,$18.00 ,$58.00 
,314,3/1/2019,Decaf Irish Cream,Coffee,Haryana,$60.00 ,$170.00 ,$67.00 ,$174.00 
,715,3/1/2019,Decaf Irish Cream,Coffee,Rajasthan,$70.00 ,$190.00 ,$82.00 ,$200.00 
,712,3/1/2019,Decaf Espresso,Espresso,Chhattisgarh,$40.00 ,$50.00 ,$47.00 ,$46.00 
,573,3/1/2019,Decaf Espresso,Espresso,Haryana,$60.00 ,$130.00 ,$67.00 ,$126.00 
,262,3/1/2019,Decaf Espresso,Espresso,Rajasthan,$60.00 ,$130.00 ,$50.00 ,$119.00 
,203,3/1/2019,Decaf Espresso,Espresso,Arunachal Pradesh,$40.00 ,$120.00 ,$39.00 ,$132.00 
,985,3/1/2019,Decaf Irish Cream,Coffee,Kerala,$70.00 ,$150.00 ,$70.00 ,$129.00 
,505,3/1/2019,Decaf Irish Cream,Coffee,Nagaland,,$130.00 ,($49.00),$113.00 
,405,3/1/2019,Decaf Irish Cream,Coffee,Meghalaya,$40.00 ,$90.00 ,$40.00 ,$84.00 
,985,3/1/2019,Decaf Espresso,Espresso,Kerala,$50.00 ,$110.00 ,$56.00 ,$137.00 
,505,3/1/2019,Decaf Espresso,Espresso,Nagaland,$10.00 ,$70.00 ,$16.00 ,$91.00 
,580,3/1/2019,Decaf Espresso,Espresso,Meghalaya,$70.00 ,$180.00 ,$101.00 ,$224.00 
,775,3/1/2019,Decaf Irish Cream,Coffee,Jharkhand,$20.00 ,$70.00 ,$9.00 ,$67.00 
,971,3/1/2019,Decaf Irish Cream,Coffee,Mizoram,$60.00 ,$150.00 ,$50.00 ,$129.00 
,435,3/1/2019,Decaf Irish Cream,Coffee,Odisha,$70.00 ,$230.00 ,$56.00 ,$201.00 
,206,3/1/2019,Decaf Irish Cream,Coffee,Punjab,$70.00 ,$280.00 ,$24.00 ,$242.00 
,775,3/1/2019,Decaf Espresso,Espresso,Jharkhand,$10.00 ,$30.00 ,$15.00 ,$44.00 
,503,3/1/2019,Decaf Espresso,Espresso,Mizoram,$100.00 ,$310.00 ,$140.00 ,$346.00 
,435,3/1/2019,Decaf Espresso,Espresso,Odisha,$50.00 ,$110.00 ,$70.00 ,$129.00 
,206,3/1/2019,Decaf Espresso,Espresso,Punjab,$50.00 ,$140.00 ,$59.00 ,$165.00 
,712,3/1/2019,Amaretto,Coffee,Chhattisgarh,$20.00 ,$40.00 ,$15.00 ,$48.00 
,262,3/1/2019,Amaretto,Coffee,Rajasthan,$30.00 ,$120.00 ,$19.00 ,$128.00 
,515,3/1/2019,Colombian,Coffee,Chhattisgarh,$20.00 ,$60.00 ,$9.00 ,$67.00 
,314,3/1/2019,Colombian,Coffee,Haryana,$40.00 ,$190.00 ,$58.00 ,$201.00 
,715,3/1/2019,Colombian,Coffee,Rajasthan,$30.00 ,$230.00 ,$25.00 ,$242.00 
,515,3/1/2019,Caffe Mocha,Espresso,Chhattisgarh,$20.00 ,$40.00 ,$13.00 ,$44.00 
,573,3/1/2019,Caffe Mocha,Espresso,Haryana,$70.00 ,$140.00 ,$70.00 ,$129.00 
,414,3/1/2019,Caffe Mocha,Espresso,Rajasthan,$60.00 ,$180.00 ,$61.00 ,$165.00 
,603,3/1/2019,Amaretto,Coffee,Assam,$40.00 ,$100.00 ,$43.00 ,$114.00 
,860,3/1/2019,Colombian,Coffee,Arunachal Pradesh,$130.00 ,$290.00 ,$169.00 ,$329.00 
,603,3/1/2019,Colombian,Coffee,Assam,$40.00 ,$110.00 ,$39.00 ,$127.00 
,203,3/1/2019,Caffe Mocha,Espresso,Arunachal Pradesh,$10.00 ,$140.00 ,$0.00 ,$160.00 
,603,3/1/2019,Caffe Mocha,Espresso,Assam,$10.00 ,$100.00 ,($10.00),$114.00 
,603,3/1/2019,Regular Espresso,Espresso,Assam,$67.00 ,$70.00 ,($6.00),$80.00 
,337,3/1/2019,Colombian,Coffee,Kerala,$50.00 ,$100.00 ,$43.00 ,$87.00 
,505,3/1/2019,Colombian,Coffee,Nagaland,$50.00 ,$140.00 ,$39.00 ,$127.00 
,405,3/1/2019,Colombian,Coffee,Meghalaya,$50.00 ,$120.00 ,$43.00 ,$104.00 
,225,3/1/2019,Caffe Latte,Espresso,Kerala,$0.00 ,$120.00 ,$1.00 ,$160.00 
,505,3/1/2019,Caffe Latte,Espresso,Nagaland,$10.00 ,$60.00 ,($4.00),$80.00 
,405,3/1/2019,Caffe Latte,Espresso,Meghalaya,$80.00 ,$180.00 ,$110.00 ,$228.00 
,504,3/1/2019,Caffe Mocha,Espresso,Kerala,$70.00 ,$140.00 ,$93.00 ,$178.00 
,505,3/1/2019,Caffe Mocha,Espresso,Nagaland,$10.00 ,$90.00 ,($10.00),$114.00 
,580,3/1/2019,Caffe Mocha,Espresso,Meghalaya,$30.00 ,$40.00 ,$22.00 ,$56.00 
,971,3/1/2019,Amaretto,Coffee,Mizoram,$30.00 ,$150.00 ,($4.00),$133.00 
,435,3/1/2019,Amaretto,Coffee,Odisha,$70.00 ,$200.00 ,$67.00 ,$174.00 
,702,3/1/2019,Colombian,Coffee,Jharkhand,$10.00 ,$90.00 ,($6.00),$80.00 
,971,3/1/2019,Colombian,Coffee,Mizoram,$60.00 ,$180.00 ,$36.00 ,$159.00 
,801,3/1/2019,Colombian,Coffee,Odisha,$60.00 ,$150.00 ,$39.00 ,$132.00 
,509,3/1/2019,Colombian,Coffee,Punjab,$80.00 ,$180.00 ,$71.00 ,$160.00 
,775,3/1/2019,Caffe Latte,Espresso,Jharkhand,$30.00 ,$40.00 ,$46.00 ,$46.00 
,503,3/1/2019,Caffe Latte,Espresso,Mizoram,$20.00 ,$120.00 ,$22.00 ,$137.00 
,801,3/1/2019,Caffe Latte,Espresso,Odisha,$50.00 ,$110.00 ,$67.00 ,$126.00 
,425,3/1/2019,Caffe Latte,Espresso,Punjab,$40.00 ,$100.00 ,$52.00 ,$119.00 
,702,3/1/2019,Caffe Mocha,Espresso,Jharkhand,$20.00 ,$40.00 ,$15.00 ,$48.00 
,503,3/1/2019,Caffe Mocha,Espresso,Mizoram,$40.00 ,$120.00 ,$47.00 ,$143.00 
,801,3/1/2019,Caffe Mocha,Espresso,Odisha,$40.00 ,$100.00 ,$50.00 ,$117.00 
,360,3/1/2019,Caffe Mocha,Espresso,Punjab,$20.00 ,$110.00 ,$18.00 ,$128.00 
,563,3/1/2019,Chamomile,Herbal Tea,Chhattisgarh,$210.00 ,$490.00 ,$315.00 ,$604.00 
